clicks,impressions,ctr,position,query,page
5,141,0.03546099290780142,5.815602836879433,facebook ürün kataloğu oluşturma,https://ceaksan.com/tr/business-manager-urun-katalogu
5,103,0.04854368932038835,10.941747572815533,fakeapi,https://ceaksan.com/tr/api-testing-ve-fake-apiler
5,13,0.38461538461538464,1.3076923076923077,find komutu,https://ceaksan.com/tr/posts/2019/04/find-komutu-ve-kullanimi
5,27,0.18518518518518517,2.0740740740740744,firebase database nedir,https://ceaksan.com/tr/firebase-nedir-nasil-kullanilir/
5,17,0.29411764705882354,1.0588235294117647,firebase ile uygulama,https://ceaksan.com/tr/firebase-nedir-nasil-kullanilir
5,124,0.04032258064516129,7.266129032258065,firebase kurallar,https://ceaksan.com/tr/firebase-nedir-nasil-kullanilir
5,15,0.3333333333333333,2.0,firebase nasıl kullanılır,https://ceaksan.com/tr/firebase-nedir-nasil-kullanilir/
5,170,0.029411764705882353,9.464705882352941,firebase veritabanı oluşturma,https://ceaksan.com/tr/firebase-nedir-nasil-kullanilir
5,184,0.02717391304347826,7.130434782608695,flex container,https://ceaksan.com/tr/css-flexbox-flex-container
5,193,0.025906735751295335,5.756476683937824,flex direction nedir,https://ceaksan.com/tr/css-flexbox-flex-container
5,182,0.027472527472527472,5.956043956043956,foreign key null olabilir mi,https://ceaksan.com/tr/primary-unique-foreign-key
5,39,0.1282051282051282,3.1794871794871793,freecodecamp türkçe,https://ceaksan.com/tr/freecodecamp/
5,54,0.09259259259259259,6.277777777777778,ghost uygulamasi,https://ceaksan.com/tr/ghost-org-blog-kurulumu
5,375,0.013333333333333334,8.594666666666667,git commit nedir,https://ceaksan.com/tr/git-komutlari
5,131,0.03816793893129771,5.923664122137405,git push komutu,https://ceaksan.com/tr/git-komutlari
5,341,0.01466275659824047,13.434017595307918,git scm,https://ceaksan.com/tr/git-scm-nedir-nasil-kurulur/
5,57,0.08771929824561403,1.0,gizil ikincil boyut,https://ceaksan.com/tr/google-analytics-metric-dimension
5,71,0.07042253521126761,1.2394366197183098,glif ne demek,https://ceaksan.com/tr/glif-glyphs-nedir/
5,31,0.16129032258064516,1.903225806451613,glifler,https://ceaksan.com/tr/glif-glyphs-nedir/
5,46,0.10869565217391304,2.8043478260869565,glifler,https://ceaksan.com/tr/posts/glif-glyphs-nedir
5,18,0.2777777777777778,3.111111111111111,global site tag,https://ceaksan.com/tr/global-site-etiketi/
5,357,0.014005602240896359,9.7703081232493,glyphs,https://ceaksan.com/tr/glif-glyphs-nedir
5,125,0.04,9.04,go ile web programlama,https://ceaksan.com/tr/go-golang-notlarim
5,316,0.015822784810126583,12.094936708860759,go lang,https://ceaksan.com/tr/go-golang-notlarim
5,576,0.008680555555555556,9.713541666666666,go programlama dili,https://ceaksan.com/tr/go-golang-programlama-dili-nedir/
5,287,0.017421602787456445,8.637630662020907,golang ile neler yapılabilir,https://ceaksan.com/tr/go-golang-programlama-dili-nedir
5,973,0.0051387461459403904,8.022610483042138,google data studio nedir,https://ceaksan.com/tr/google-data-studio
5,49,0.10204081632653061,3.816326530612245,google işletme hesabı nedir,https://ceaksan.com/tr/posts/google-my-business
5,81,0.06172839506172839,4.604938271604938,google optimize nedir,https://ceaksan.com/tr/google-optimize-nedir-nasil-kullanilir/
5,94,0.05319148936170213,3.9468085106382977,google optimize nedir,https://ceaksan.com/tr/posts/google-optimize-nedir-nasil-kullanilir
5,286,0.017482517482517484,6.433566433566433,google search console kurulumu,https://ceaksan.com/tr/search-console-kurulum
5,1095,0.0045662100456621,9.827397260273973,google search console tarama raporları neyi takip etmenizi sağlar,https://ceaksan.com/tr/google-search-console-nedir
5,921,0.0054288816503800215,7.400651465798045,google yerel rehber,https://ceaksan.com/tr/google-local-guides-yerel-rehberler/
5,752,0.006648936170212766,8.231382978723405,google yerel rehber nedir,https://ceaksan.com/tr/google-local-guides-yerel-rehberler
5,349,0.014326647564469915,10.498567335243553,google yerel rehber ödülleri 2020,https://ceaksan.com/tr/google-local-guides-yerel-rehberler
5,159,0.031446540880503145,9.220125786163521,grafana kurulumu,https://ceaksan.com/tr/grafana-nedir
5,50,0.1,2.0,graphics api nedir,https://ceaksan.com/tr/api-nedir/
5,285,0.017543859649122806,4.4526315789473685,grav,https://ceaksan.com/tr/grav-nedir-nasil-kurulur/
5,316,0.015822784810126583,3.098101265822785,grav,https://ceaksan.com/tr/posts/grav-nedir-nasil-kurulur
5,170,0.029411764705882353,9.352941176470589,grep linux,https://ceaksan.com/tr/grep-komutu-ve-kullanimi
5,114,0.043859649122807015,8.87719298245614,handlebars.js,https://ceaksan.com/tr/handlebars-nedir
5,182,0.027472527472527472,2.8461538461538463,herok ne demek,https://ceaksan.com/tr/heroku-nedir
5,129,0.03875968992248062,9.170542635658915,hosting olmadan mail kullanma,https://ceaksan.com/tr/yandex-connect-domain-tanimlama
5,456,0.010964912280701754,2.885964912280702,hotjar,https://ceaksan.com/tr/posts/2019/04/hotjar-nedir-nasil-kullanilir
5,26,0.19230769230769232,2.0384615384615383,hotjar nedir,https://ceaksan.com/en/hotjar-nedir-nasil-kullanilir/
5,20,0.25,1.85,html section display özelliği,https://ceaksan.com/tr/css-display-ozellikleri
5,29,0.1724137931034483,25.379310344827587,http get request javascript,https://ceaksan.com/tr/javascript-http-request
5,79,0.06329113924050633,5.670886075949367,iframe postmessage,https://ceaksan.com/tr/window-postmessage
5,18,0.2777777777777778,1.9444444444444444,iki tabloyu birleştirme sql,https://ceaksan.com/tr/join-types-tablo-birlestirme/
5,154,0.032467532467532464,6.6688311688311686,interpreter nedir,https://ceaksan.com/compiler-interpreter
5,441,0.011337868480725623,3.3560090702947845,iterm,https://ceaksan.com/tr/posts/macos-terminal-hyper-iterm
5,74,0.06756756756756757,12.513513513513514,iş zekası nedir,https://ceaksan.com/tr/posts/is-zekasi-nedir-uygulamalari-is-analitigi
5,149,0.03355704697986577,5.1610738255033555,işletim sistemi kabuk nedir,https://ceaksan.com/tr/kabuk-shell-nedir-nasil-kullanilir
5,54,0.09259259259259259,3.1481481481481484,jamstack nedir,https://ceaksan.com/tr/posts/jamstack-nedir
5,51,0.09803921568627451,5.176470588235294,javascript api kullanımı,https://ceaksan.com/tr/posts/javascript-http-request
5,20,0.25,3.25,javascript değer atama,https://ceaksan.com/tr/javascript-degisken-tanimlama
5,93,0.053763440860215055,5.10752688172043,javascript dom nedir,https://ceaksan.com/tr/posts/document-object-model-nedir
5,24,0.20833333333333334,5.75,javascript fetch nedir,https://ceaksan.com/tr/posts/javascript-http-request
5,20,0.25,8.0,javascript http client,https://ceaksan.com/tr/javascript-http-request
5,69,0.07246376811594203,31.81159420289855,javascript http post,https://ceaksan.com/tr/javascript-http-request
5,31,0.16129032258064516,5.096774193548387,javascript post,https://ceaksan.com/tr/javascript-http-request/
5,29,0.1724137931034483,5.206896551724138,javascript send http request,https://ceaksan.com/tr/javascript-http-request
5,59,0.0847457627118644,4.491525423728813,javascript service worker,https://ceaksan.com/tr/javascript-service-workers-nedir
5,140,0.03571428571428571,41.68571428571428,jquery get script,https://ceaksan.com/tr/jquery-getscript
5,151,0.033112582781456956,59.50993377483444,jquery getscript,https://ceaksan.com/tr/jquery-getscript/
5,16,0.3125,4.125,jquery single page application,https://ceaksan.com/single-page-application-nedir
5,78,0.0641025641025641,6.5,js fetch kullanımı,https://ceaksan.com/tr/javascript-http-request
5,25,0.2,4.0,js http post request,https://ceaksan.com/tr/javascript-http-request
5,254,0.01968503937007874,24.10236220472441,juicessh,https://ceaksan.com/tr/android-juicessh-uygulamasi-ile-ssh-baglantisi
5,108,0.046296296296296294,2.787037037037037,keep it simple stupid ne demek,https://ceaksan.com/tr/kiss-prensibi
5,14,0.35714285714285715,2.357142857142857,kiss keep it simple stupid ne demek,https://ceaksan.com/tr/kiss-prensibi
5,131,0.03816793893129771,6.488549618320611,kiss principle,https://ceaksan.com/tr/kiss-prensibi
5,1931,0.002589331952356292,7.214914552045572,kurumsal yandex,https://ceaksan.com/tr/yandex-connect-domain-tanimlama
5,685,0.0072992700729927005,9.01897810218978,kurumsal yandex mail,https://ceaksan.com/tr/yandex-connect-domain-tanimlama
5,432,0.011574074074074073,9.585648148148149,latex program,https://ceaksan.com/tr/tex-ve-latex-nedir
5,290,0.017241379310344827,7.0,let's encrypt ssl,https://ceaksan.com/tr/lets-encrypt-nedir
5,409,0.012224938875305624,7.596577017114915,lets encrypt ssl,https://ceaksan.com/tr/lets-encrypt-nedir
5,72,0.06944444444444445,4.208333333333334,linux dosya taşıma,https://ceaksan.com/tr/cp-komutu-ve-kullanimi/
5,12,0.4166666666666667,2.666666666666667,linux ln,https://ceaksan.com/tr/ln-komutu-ve-kullanimi/
5,17,0.29411764705882354,3.764705882352941,linux ln -sf,https://ceaksan.com/tr/ln-komutu-ve-kullanimi
5,27,0.18518518518518517,1.0,linux ln komutu,https://ceaksan.com/tr/posts/ln-komutu-ve-kullanimi
5,84,0.05952380952380952,7.190476190476191,mac wine kurulumu,https://ceaksan.com/tr/wine-nedir-nasil-kullanilir
5,9,0.5555555555555556,1.1111111111111112,macos php server,https://ceaksan.com/tr/posts/macos-x-uzerinde-kurulumsuz-php-calistirmak
5,118,0.0423728813559322,7.288135593220339,magento kurulumu,https://ceaksan.com/magento-nedir-nasil-kurulur
5,78,0.0641025641025641,5.666666666666667,magento kurulumu,https://ceaksan.com/tr/posts/magento-nedir-nasil-kurulur
5,47,0.10638297872340426,2.957446808510638,manifest.json nedir,https://ceaksan.com/tr/web-app-manifest/
5,15,0.3333333333333333,2.0666666666666664,mariadb nedir,https://ceaksan.com/mariadb-nedir-mysql-uzerine-nasil-kurulur
5,12,0.4166666666666667,1.0,markdown dili,https://ceaksan.com/tr/markdown-nedir
5,22,0.22727272727272727,4.0,markdown framework,https://ceaksan.com/tr/markdown-nedir
5,17,0.29411764705882354,2.235294117647059,markdown kullanımı,https://ceaksan.com/markdown-nedir
5,121,0.04132231404958678,11.132231404958677,mastodon social,https://ceaksan.com/tr/mastodon-nedir-nasil-kullanilir
5,101,0.04950495049504951,2.0,match excel türkçe,https://ceaksan.com/tr/excel-index-match-function/
5,85,0.058823529411764705,2.0352941176470587,match excel türkçe,https://ceaksan.com/tr/posts/excel-index-match-function
5,365,0.0136986301369863,5.1808219178082195,meta verileri nedir,https://ceaksan.com/tr/metadata-ust-veri-nedir
5,368,0.01358695652173913,8.342391304347826,metabase nedir,https://ceaksan.com/tr/tableau-nedir
5,230,0.021739130434782608,4.1,metadata,https://ceaksan.com/tr/posts/metadata-ust-veri-nedir
5,86,0.05813953488372093,3.988372093023256,metadata ne demek,https://ceaksan.com/tr/metadata-ust-veri-nedir/
5,29,0.1724137931034483,5.620689655172414,microsoft excel pivottable,https://ceaksan.com/tr/pivot-table-nedir
5,51,0.09803921568627451,2.3529411764705883,mock up çalışması,https://ceaksan.com/tr/mockup-nedir
5,25,0.2,1.8399999999999999,mockups nedir,https://ceaksan.com/tr/mockup-nedir/
5,92,0.05434782608695652,2.858695652173913,multisite,https://ceaksan.com/tr/wordpress-mu
5,71,0.07042253521126761,9.943661971830986,mustache js,https://ceaksan.com/tr/posts/mustache-js-nedir
5,132,0.03787878787878788,14.416666666666666,mustache template,https://ceaksan.com/tr/mustache-js-nedir
5,60,0.08333333333333333,3.6,mysql portu,https://ceaksan.com/uzak-mysql-veritabani-baglantisi
5,84,0.05952380952380952,7.011904761904762,nginx add domain,https://ceaksan.com/tr/nginx-domain-tanimlama
5,42,0.11904761904761904,46.833333333333336,nginx alias,https://ceaksan.com/tr/nginx-root-ve-alias-kullanimi/
5,116,0.04310344827586207,9.120689655172415,nginx default conf,https://ceaksan.com/tr/nginx-sunucu-yapisi-ve-conf-islemleri
5,40,0.125,4.3,nginx domain,https://ceaksan.com/tr/nginx-domain-tanimlama
5,13,0.38461538461538464,2.5384615384615383,nginx kullanımı,https://ceaksan.com/tr/posts/nginx-nedir-nasil-kurulur
5,121,0.04132231404958678,7.140495867768595,nginx windows kurulumu,https://ceaksan.com/tr/nginx-nedir-nasil-kurulur
5,53,0.09433962264150944,2.6792452830188678,ngrok.io nedir,https://ceaksan.com/tr/ngrok-nedir/
5,157,0.03184713375796178,10.636942675159236,node js ile neler yapılabilir,https://ceaksan.com/tr/node-js-nedir
5,35,0.14285714285714285,5.057142857142857,nodejs ile neler yapılabilir,https://ceaksan.com/tr/node-js-nedir/
5,157,0.03184713375796178,48.72611464968153,nodejs xml,https://ceaksan.com/tr/node-js-ile-xml-json-islemleri
5,31,0.16129032258064516,4.225806451612903,npm kullanımı,https://ceaksan.com/tr/posts/npm-node-package-manager
5,523,0.009560229445506692,5.55640535372849,oh-my-zsh,https://ceaksan.com/tr/z-shell-oh-my-zsh
5,1463,0.003417634996582365,6.959671907040328,ohmyzsh,https://ceaksan.com/tr/z-shell-oh-my-zsh
5,44,0.11363636363636363,4.863636363636363,okta nedir,https://ceaksan.com/tr/wordpress-okta-secure-authentication/
5,125,0.04,19.712,online eğitim platformları,https://ceaksan.com/tr/online-egitim-kurs-platformlari
5,160,0.03125,5.975,package.json nedir,https://ceaksan.com/tr/npm-node-package-manager
5,11,0.45454545454545453,2.1818181818181817,php and vue js,https://ceaksan.com/tr/vue-php-mysql-islemleri
5,59,0.0847457627118644,3.016949152542373,php curl nedir,https://ceaksan.com/tr/posts/php-curl-kullanimi
5,5,1.0,21.6,php vue.js example,https://ceaksan.com/tr/posts/vue-js-ve-php
5,7,0.7142857142857143,9.428571428571429,php vue.js example,https://ceaksan.com/tr/vue-js-ve-php/
5,56,0.08928571428571429,21.053571428571427,php webp to jpg,https://ceaksan.com/tr/php-gorsel-islemleri
5,411,0.012165450121654502,12.790754257907542,pipedream,https://ceaksan.com/tr/pipedream-integration-platform
5,31,0.16129032258064516,4.387096774193548,pivot nasıl yapılır,https://ceaksan.com/pivot-table-nedir
5,95,0.05263157894736842,1.5578947368421052,pivot ne işe yarar,https://ceaksan.com/tr/pivot-table-nedir
5,131,0.03816793893129771,6.4961832061068705,pivot table,https://ceaksan.com/pivot-table-nedir
5,172,0.029069767441860465,7.1976744186046515,pivot tables,https://ceaksan.com/tr/pivot-table-nedir
5,153,0.032679738562091505,5.470588235294118,pivot tablolar,https://ceaksan.com/tr/pivot-table-nedir
5,32,0.15625,2.59375,pixel kodu nedir,https://ceaksan.com/tr/posts/facebook-pixel-nedir-nasil-kurulur
5,64,0.078125,31.6875,preconnect,https://ceaksan.com/tr/dnsprefetch-prefetch-preconnect-ve-prerender/
5,1351,0.003700962250185048,10.348630643967432,prestashop,https://ceaksan.com/tr/posts/prestashop-nedir-nasil-kurulur
5,742,0.006738544474393531,9.491913746630727,prestashop,https://ceaksan.com/tr/prestashop-nedir-nasil-kurulur/
5,13,0.38461538461538464,1.6923076923076923,prestashop nasıl kurulur,https://ceaksan.com/tr/prestashop-nedir-nasil-kurulur/
5,166,0.030120481927710843,4.578313253012048,primary key,https://ceaksan.com/tr/primary-unique-foreign-key/
5,18,0.2777777777777778,2.666666666666667,primary key foreign key unique key,https://ceaksan.com/tr/primary-unique-foreign-key
5,40,0.125,14.45,private table excel,https://ceaksan.com/tr/pivot-table-nedir
5,33,0.15151515151515152,3.121212121212121,pım nedir,https://ceaksan.com/tr/pim-urun-bilgi-yonetimi-nedir
5,25,0.2,18.88,qtranslate x plugin,https://ceaksan.com/tr/wordpress-qtranslate-x-eklentisi
5,22,0.22727272727272727,30.545454545454547,qtranslate x wordpress plugin,https://ceaksan.com/tr/wordpress-qtranslate-x-eklentisi
5,124,0.04032258064516129,4.008064516129032,r dili,https://ceaksan.com/r-programlama-dili-nedir
5,128,0.0390625,6.2890625,r if,https://ceaksan.com/tr/r-dilinde-if-else-kullanimi
5,320,0.015625,5.040625,r ile programlama,https://ceaksan.com/tr/r-programlama-dili-nedir
5,32,0.15625,1.03125,r kodlama,https://ceaksan.com/tr/r-programlama-dili-nedir/
5,898,0.005567928730512249,5.096881959910913,r programlama,https://ceaksan.com/tr/r-programlama-dili-nedir/
5,212,0.02358490566037736,3.056603773584906,r programlama dili,https://ceaksan.com/tr/r-programlama-dili-nedir/
5,142,0.035211267605633804,3.471830985915493,r programlama nedir,https://ceaksan.com/tr/posts/r-programlama-dili-nedir
5,116,0.04310344827586207,5.396551724137931,reg ex,https://ceaksan.com/tr/regex-regular-expressions-nedir
5,6,0.8333333333333334,1.3333333333333333,regex kodları,https://ceaksan.com/tr/regex-regular-expressions-nedir/
5,38,0.13157894736842105,3.263157894736842,regex nasıl kullanılır,https://ceaksan.com/tr/regex-regular-expressions-nedir
5,180,0.027777777777777776,4.344444444444445,regexp,https://ceaksan.com/tr/regex-regular-expressions-nedir/
5,171,0.029239766081871343,9.397660818713451,resimleri yeni nesil biçimlerde yayınlayın,https://ceaksan.com/tr/webp-nedir-nasil-kullanilir
5,232,0.021551724137931036,6.581896551724138,rest api ne demek,https://ceaksan.com/tr/rest-soap-api-nedir
5,71,0.07042253521126761,3.4225352112676055,rest apı nedir,https://ceaksan.com/tr/posts/rest-soap-api-nedir
5,646,0.007739938080495356,8.794117647058822,rest nedir,https://ceaksan.com/tr/posts/rest-soap-api-nedir
5,46,0.10869565217391304,3.869565217391304,rest soap farkı,https://ceaksan.com/tr/rest-soap-api-nedir/
5,50,0.1,2.76,routing nedir,https://ceaksan.com/tr/routing-nedir/
5,15,0.3333333333333333,3.2666666666666666,rsynch,https://ceaksan.com/tr/rsync-komutu-ve-kullanimi
5,17,0.29411764705882354,5.0588235294117645,sed bash,https://ceaksan.com/tr/sed-komutu
5,145,0.034482758620689655,7.227586206896552,semantic css,https://ceaksan.com/tr/semantic-ui-nedir
5,29,0.1724137931034483,1.6551724137931034,semantic ui nedir,https://ceaksan.com/tr/posts/semantic-ui-nedir
5,94,0.05319148936170213,4.925531914893617,separation of concerns,https://ceaksan.com/tr/posts/soc-prensibi
5,175,0.02857142857142857,6.337142857142857,seperation of concerns,https://ceaksan.com/tr/soc-prensibi
5,36,0.1388888888888889,32.111111111111114,sharpshooter key,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi
5,9,0.5555555555555556,22.88888888888889,sharpshooter key generator,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi
5,191,0.02617801047120419,4.036649214659686,sign in with sso,https://ceaksan.com/tr/single-sign-on-sso-nedir
5,40,0.125,2.625,single sign-on,https://ceaksan.com/tr/posts/single-sign-on-sso-nedir
5,33,0.15151515151515152,2.2727272727272725,single sign-on,https://ceaksan.com/tr/single-sign-on-sso-nedir/
5,43,0.11627906976744186,2.8604651162790695,single sign-on (sso),https://ceaksan.com/tr/single-sign-on-sso-nedir
5,2233,0.0022391401701746527,11.111957008508732,soap,https://ceaksan.com/tr/rest-soap-api-nedir/
5,15,0.3333333333333333,2.9333333333333336,soap restful api,https://ceaksan.com/tr/rest-soap-api-nedir
5,197,0.025380710659898477,6.482233502538071,soap service nedir,https://ceaksan.com/tr/rest-soap-api-nedir
5,94,0.05319148936170213,5.9787234042553195,soap vs rest api,https://ceaksan.com/tr/rest-soap-api-nedir
5,269,0.01858736059479554,6.866171003717472,soap vs rest farkları,https://ceaksan.com/tr/rest-soap-api-nedir
5,232,0.021551724137931036,5.875,soap yöntemi,https://ceaksan.com/tr/rest-soap-api-nedir
5,372,0.013440860215053764,6.532258064516129,socks5 nedir,https://ceaksan.com/tr/vekil-sunucu-guvenli-internet-ssh-tunnel
5,216,0.023148148148148147,4.541666666666666,sql birincil anahtar,https://ceaksan.com/tr/primary-unique-foreign-key
5,21,0.23809523809523808,2.380952380952381,sql foreign key nedir,https://ceaksan.com/tr/posts/primary-unique-foreign-key
5,106,0.04716981132075472,9.018867924528301,sql iki sorguyu birleştirme,https://ceaksan.com/tr/join-types-tablo-birlestirme
5,474,0.010548523206751054,7.567510548523207,sql join kullanımı,https://ceaksan.com/tr/join-types-tablo-birlestirme/
5,305,0.01639344262295082,9.242622950819673,sql join kullanımı,https://ceaksan.com/tr/posts/join-types-tablo-birlestirme
5,40,0.125,3.3,sql join tipleri,https://ceaksan.com/tr/posts/join-types-tablo-birlestirme
5,55,0.09090909090909091,5.909090909090909,sql'de join kullanımı,https://ceaksan.com/tr/join-types-tablo-birlestirme
5,95,0.05263157894736842,5.589473684210526,ssh -t,https://ceaksan.com/tr/ssh-secure-shell-nedir-nasil-kullanilir
5,13,0.38461538461538464,2.769230769230769,ssh install termux,https://ceaksan.com/tr/termux-ile-ssh-baglantisi-saglamak
5,46,0.10869565217391304,4.217391304347826,ssh kullanımı,https://ceaksan.com/tr/ssh-secure-shell-nedir-nasil-kullanilir/
5,2018,0.002477700693756194,8.991080277502478,ssh ne demek,https://ceaksan.com/tr/ssh-secure-shell-nedir-nasil-kullanilir
5,78,0.0641025641025641,5.012820512820513,ssh protokolü nedir,https://ceaksan.com/tr/ssh-secure-shell-nedir-nasil-kullanilir
5,99,0.050505050505050504,6.5353535353535355,ssh socks proxy,https://ceaksan.com/tr/vekil-sunucu-guvenli-internet-ssh-tunnel
5,26,0.19230769230769232,3.5,ssh-keygen -t,https://ceaksan.com/tr/sunucuya-ssh-public-key-kaydetmek
5,13,0.38461538461538464,1.0,ssh-rsa,https://ceaksan.com/tr/ssh-anahtar-key-olusturma-ve-kullanimi/
5,79,0.06329113924050633,2.037974683544304,sso hizmeti,https://ceaksan.com/tr/single-sign-on-sso-nedir
5,40,0.125,3.65,sso single sign on,https://ceaksan.com/tr/single-sign-on-sso-nedir
5,39,0.1282051282051282,3.6153846153846154,subdomain wordpress kurulumu,https://ceaksan.com/tr/wordpress-subdirectory-subdomain/
5,748,0.0066844919786096255,6.92379679144385,tawk to nedir,https://ceaksan.com/tr/tawk-live-chat
5,191,0.02617801047120419,8.544502617801047,termux paketleri,https://ceaksan.com/tr/termux-ile-ssh-baglantisi-saglamak
5,19,0.2631578947368421,4.368421052631579,termux ssh,https://ceaksan.com/tr/posts/termux-ile-ssh-baglantisi-saglamak
5,164,0.03048780487804878,20.829268292682926,tex,https://ceaksan.com/tr/tex-ve-latex-nedir
5,46,0.10869565217391304,2.7608695652173916,tls ssl nedir,https://ceaksan.com/tr/ssl-ve-tls-nedir
5,700,0.007142857142857143,6.8585714285714285,tsl nedir,https://ceaksan.com/tr/ssl-ve-tls-nedir
5,8,0.625,1.75,twig dosyası düzenleme,https://ceaksan.com/tr/twig-nedir-nasil-kullanilir
5,378,0.013227513227513227,6.650793650793651,ubuntu nginx kurulumu,https://ceaksan.com/tr/ubuntu-nginx-mariadb
5,14,0.35714285714285715,1.9285714285714286,ubuntu wget,https://ceaksan.com/tr/wget-nedir-nasil-kullanilir/
5,29,0.1724137931034483,2.0,uri ne,https://ceaksan.com/tr/uri-url-urn
5,57,0.08771929824561403,5.807017543859649,urı,https://ceaksan.com/tr/posts/uri-url-urn
5,185,0.02702702702702703,9.45945945945946,v-bind,https://ceaksan.com/tr/vue-js-v-show-v-if-v-else-if-v-else-v-on-v-bind
5,61,0.08196721311475409,26.065573770491802,v-html,https://ceaksan.com/tr/posts/vue-js-direktifler-directives
5,20,0.25,3.05,veri enformasyon bilgi,https://ceaksan.com/tr/veri-enformasyon-ve-bilgi/
5,23,0.21739130434782608,3.391304347826087,veri ve bilgi örnekleri,https://ceaksan.com/tr/veri-enformasyon-ve-bilgi
5,25,0.2,2.88,"veri, enformasyon, bilgi",https://ceaksan.com/tr/veri-enformasyon-ve-bilgi
5,7,0.7142857142857143,1.0,verinin enformasyona dönüşürken geçirdiği süreçler,https://ceaksan.com/en/veri-enformasyon-ve-bilgi
5,444,0.01126126126126126,9.31081081081081,version control systems,https://ceaksan.com/tr/versiyon-kontrol-sistemi-vcs-nedir
5,14,0.35714285714285715,2.0,vue and php,https://ceaksan.com/tr/vue-php-mysql-islemleri
5,121,0.04132231404958678,7.520661157024794,vue axios,https://ceaksan.com/tr/vue-js-ve-php/
5,41,0.12195121951219512,3.048780487804878,vue cli nedir,https://ceaksan.com/tr/posts/vue-js-cli
5,180,0.027777777777777776,4.5,vue click,https://ceaksan.com/tr/vue-olay-yonetimi-event-handling
5,60,0.08333333333333333,4.233333333333333,vue computed,https://ceaksan.com/tr/posts/vue-js-computed-method-watch-kullanimi
5,97,0.05154639175257732,4.381443298969073,vue event,https://ceaksan.com/tr/vue-olay-yonetimi-event-handling
5,101,0.04950495049504951,8.504950495049505,vue js axios,https://ceaksan.com/tr/vue-js-ve-php
5,69,0.07246376811594203,15.043478260869565,vue js component props,https://ceaksan.com/tr/vue-js-component-props
5,77,0.06493506493506493,16.142857142857142,vue js dersleri,https://ceaksan.com/tr/vue-js-nedir
5,58,0.08620689655172414,4.258620689655173,vue js event,https://ceaksan.com/tr/vue-olay-yonetimi-event-handling
5,100,0.05,5.5,vue js form,https://ceaksan.com/tr/vue-js-form-islemleri
5,19,0.2631578947368421,15.947368421052632,vue js if else,https://ceaksan.com/tr/vue-js-v-show-v-if-v-else-if-v-else-v-on-v-bind/
5,51,0.09803921568627451,5.666666666666667,vue js ile neler yapılır,https://ceaksan.com/tr/posts/vue-js-nedir
5,92,0.05434782608695652,4.880434782608695,vue js import js file,https://ceaksan.com/tr/vue-js-single-file-javascript-component
5,97,0.05154639175257732,8.402061855670103,vue js style binding,https://ceaksan.com/tr/vue-js-css-class-ve-inline-satir-ici-style-bindings
5,16,0.3125,5.9375,vue js v-once,https://ceaksan.com/tr/vue-js-direktifler-directives
5,194,0.02577319587628866,6.329896907216495,vue mounted nedir,https://ceaksan.com/tr/vue-js-computed-method-watch-kullanimi
5,16,0.3125,46.4375,vue mysql,https://ceaksan.com/tr/vue-php-mysql-islemleri/
5,21,0.23809523809523808,7.142857142857143,vue mysql example,https://ceaksan.com/tr/vue-php-mysql-islemleri
5,11,0.45454545454545453,1.8181818181818183,vue slot nedir,https://ceaksan.com/vue-js-components-slots
5,43,0.11627906976744186,6.069767441860465,vue transitions,https://ceaksan.com/tr/vue-transition-animation
5,94,0.05319148936170213,7.1063829787234045,vue watch,https://ceaksan.com/tr/posts/vue-js-computed-method-watch-kullanimi
5,89,0.056179775280898875,8.977528089887642,vue.js computed,https://ceaksan.com/tr/vue-js-computed-method-watch-kullanimi
5,117,0.042735042735042736,34.64957264957265,vuejs dynamic component,https://ceaksan.com/tr/vue-js-dynamic-components-ve-keep-alive
5,82,0.06097560975609756,5.463414634146342,vuejs props,https://ceaksan.com/tr/vue-js-component-props/
5,254,0.01968503937007874,5.244094488188976,web robotu nedir,https://ceaksan.com/tr/internet-robotu-bot-nedir
5,265,0.018867924528301886,4.777358490566037,web scraping ne demek,https://ceaksan.com/tr/veri-kazima-data-scraping-nedir
5,65,0.07692307692307693,2.9384615384615387,"web sitenizde analiz programları kullanırken, aşağıdakilerden hangisi boyut kategorisinde değerlendirilmez?",https://ceaksan.com/tr/posts/google-analytics-metric-dimension
5,84,0.05952380952380952,17.94047619047619,web yazı tipi yüklemesi sırasında metnin görünür halde kalmasını sağlayın,https://ceaksan.com/tr/pagespeed-insights-psi
5,27,0.18518518518518517,2.2962962962962963,webpack kullanımı,https://ceaksan.com/tr/posts/webpack-nedir
5,8,0.625,1.0,wget kullanımı,https://ceaksan.com/tr/posts/2019/01/wget-nedir-nasil-kullanilir
5,74,0.06756756756756757,4.094594594594595,wget ubuntu,https://ceaksan.com/tr/wget-nedir-nasil-kullanilir
5,313,0.01597444089456869,8.779552715654951,whatsapp business kullanımı,https://ceaksan.com/tr/whatsapp-business-nedir
5,8,0.625,2.125,wine nasıl kullanılır,https://ceaksan.com/tr/posts/2019/12/wine-nedir-nasil-kullanilir
5,129,0.03875968992248062,6.37984496124031,woocommerce api,https://ceaksan.com/tr/posts/woocommerce-api
5,27,0.18518518518518517,2.0,woocommerce api kullanımı,https://ceaksan.com/wordpress-api
